İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,tramer,Fiyat
25231052,29 Nisan 2024,Renault,Captur,1.5 dCi Icon,2015,160.537 km,Düz,Dizel,Crossover,Bej,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,7 lt",45 lt,Tamamı orjinal,,Sahibinden,,710.000 TL
25230737,29 Nisan 2024,Renault,Captur,1.5 dCi Outdoor,2015,160.000 km,Yarı Otomatik,Dizel,Crossover,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,2 boyalı,,Sahibinden,1300,775.000 TL
25235685,29 Nisan 2024,Nissan,Qashqai,1.2 DIG-T Sky Pack,2015,93.000 km,Otomatik,Benzin,Crossover,Kırmızı,1197 cc,115 hp,Önden Çekiş,İkinci El,"5,6 lt",55 lt,"3 değişen, 2 boyalı",Takasa Uygun,Sahibinden,30000,915.000 TL
25235639,29 Nisan 2024,Kia,Soul,1.6 CRDi Premium,2015,131.700 km,Yarı Otomatik,Dizel,Crossover,Füme,1582 cc,136 hp,Önden Çekiş,İkinci El,"5,2 lt",54 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,945.000 TL
25230150,29 Nisan 2024,Dacia,Duster,1.5 dCi Laureate,2015,64.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,110 hp,4WD (Sürekli),İkinci El,"5,2 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,820.000 TL
25229874,29 Nisan 2024,Hyundai,Tucson,1.6 GDi Style,2015,177.000 km,Otomatik,LPG & Benzin,Crossover,Beyaz,1591 cc,132 hp,Önden Çekiş,İkinci El,"7,4 lt",62 lt,Tamamı orjinal,,Sahibinden,,965.000 TL
25229863,29 Nisan 2024,Honda,CR-V,1.6 i-DTEC Executive,2015,189.000 km,Otomatik,Dizel,Crossover,Siyah,1597 cc,160 hp,4WD (Sürekli),İkinci El,"5,3 lt",58 lt,Tamamı orjinal,,Sahibinden,,1.093.000 TL
25235112,29 Nisan 2024,Land Rover,Range Rover Sport,3.0 SDV6 HSE Dynamic,2015,130.000 km,Otomatik,Dizel,Crossover,Siyah,2993 cc,306 hp,4WD (Sürekli),İkinci El,"7,5 lt",89 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,3.850.000 TL
25228069,29 Nisan 2024,Mercedes - Benz,GLA,200 AMG,2015,129.000 km,Yarı Otomatik,Benzin,Crossover,Kırmızı,1595 cc,156 hp,Önden Çekiş,İkinci El,"5,9 lt",50 lt,Tamamı orjinal,,Sahibinden,,1.505.000 TL
25227047,29 Nisan 2024,Nissan,Qashqai,1.2 DIG-T Tekna,2015,173.500 km,Otomatik,Benzin,Crossover,Beyaz,1197 cc,115 hp,Önden Çekiş,İkinci El,"5,6 lt",55 lt,Belirtilmemiş,,Sahibinden,,919.000 TL
25226285,29 Nisan 2024,Opel,Mokka,1.4 Cosmo,2015,112.000 km,Otomatik,Benzin,Crossover,Lacivert,1364 cc,140 hp,Önden Çekiş,İkinci El,"6,7 lt",54 lt,1 boyalı,,Sahibinden,5400,750.000 TL
25226042,29 Nisan 2024,Opel,Mokka,1.6 Cosmo,2015,106.000 km,Düz,LPG & Benzin,Crossover,Mavi,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",54 lt,Tamamı orjinal,,Sahibinden,,825.000 TL
25225121,29 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Cup,2015,119.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1390 cc,160 hp,Önden Çekiş,İkinci El,"7,1 lt",64 lt,Tamamı orjinal,,Sahibinden,,1.175.000 TL
24490030,29 Nisan 2024,Dacia,Duster,1.5 dCi Laureate,2015,128.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",50 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,,569.500 TL
25102455,29 Nisan 2024,Land Rover,Range Rover,3.0 SDV6 Autobiography,2015,149.000 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,292 hp,4WD (Sürekli),İkinci El,"7,5 lt",77 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,4.890.000 TL
25101971,29 Nisan 2024,Land Rover,Range Rover,3.0 SDV6 Autobiography,2015,148.000 km,Otomatik,Hibrit,Crossover,Beyaz,2993 cc,340 hp,4WD (Sürekli),İkinci El,"6,2 lt",80 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,4.990.000 TL
25107803,29 Nisan 2024,Hyundai,Tucson,1.6 T-GDi Style,2015,125.000 km,Yarı Otomatik,Benzin,Crossover,Siyah,1591 cc,177 hp,4WD (Sürekli),İkinci El,"7,5 lt",62 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.125.000 TL
25106161,29 Nisan 2024,Honda,CR-V,1.6 i-DTEC Elegance,2015,99.000 km,Düz,Dizel,Crossover,Beyaz,1597 cc,120 hp,Önden Çekiş,İkinci El,"4,5 lt",58 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.105.000 TL
25099222,29 Nisan 2024,Porsche,Macan,2.0,2015,127.000 km,Otomatik,Benzin,Crossover,Siyah,1984 cc,237 hp,4WD (Sürekli),İkinci El,"7,2 lt",65 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,2.790.000 TL
25104889,29 Nisan 2024,BMW,X5,25d xDrive Premium,2015,227.000 km,Otomatik,Dizel,Crossover,Siyah,1995 cc,218 hp,4WD (Sürekli),İkinci El,"5,8 lt",85 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,2.250.000 TL
25098743,29 Nisan 2024,Land Rover,Range Rover,3.0 TDV6 Vogue,2015,102.710 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,258 hp,4WD (Sürekli),İkinci El,"7,5 lt",85 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,5.250.000 TL
23779603,29 Nisan 2024,Ford,Ranger,2.2 TDCi XLT,2015,182.000 km,Otomatik,Dizel,Hard top,Lacivert,2198 cc,150 hp,4WD (Sürekli),,"9,4 lt",80 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,832.000 TL
25104095,29 Nisan 2024,Renault,Captur,1.5 dCi Icon,2015,162.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,,749.000 TL
23971048,29 Nisan 2024,Volkswagen,Amarok,2.0 BITDI Canyon,2015,200.033 km,Otomatik,Dizel,Hard top,Beyaz,1968 cc,180 hp,4WD (Sürekli),İkinci El,"8,2 lt",80 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.117.500 TL
25103745,29 Nisan 2024,Mercedes - Benz,G,350,2015,149.000 km,Otomatik,Dizel,Crossover,Siyah,2987 cc,211 hp,4WD (Sürekli),İkinci El,"11,2 lt",96 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,5.500.000 TL
23252164,29 Nisan 2024,Hyundai,Tucson,1.6 T-GDi Elite,2015,161.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1591 cc,177 hp,4WD (Sürekli),İkinci El,"7,5 lt",62 lt,2 boyalı,Takasa Uygun Değil,Galeriden,3109,1.199.900 TL
23935933,28 Nisan 2024,Nissan,Qashqai,1.6 dCi Black Edition,2015,145.000 km,Otomatik,Dizel,Crossover,Beyaz,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,Tamamı orjinal,,Sahibinden,8000,1.069.000 TL
25224514,28 Nisan 2024,Nissan,Qashqai,1.6 dCi Platinum Premium Pack,2015,103.000 km,Otomatik,Dizel,Crossover,Beyaz,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,Tamamı orjinal,,Sahibinden,,1.085.000 TL
25223554,28 Nisan 2024,Peugeot,2008,1.6 e-HDi Allure,2015,130.000 km,Düz,Dizel,Crossover,Gri (metalik),1598 cc,93 hp,Önden Çekiş,İkinci El,4 lt,50 lt,4 boyalı,Takasa Uygun,Sahibinden,1500,740.000 TL
25222538,28 Nisan 2024,Nissan,Qashqai,1.5 dCi Sky Pack,2015,112.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,,Sahibinden,,1.050.000 TL
24630053,28 Nisan 2024,Ford,Ranger,2.2 TDCi XLT,2015,149.000 km,Otomatik,Dizel,Hard top,Lacivert,2198 cc,150 hp,Arkadan İtiş,İkinci El,"8,9 lt",80 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,860.000 TL
25222090,28 Nisan 2024,Nissan,Qashqai,1.5 dCi Sky Pack,2015,106.000 km,Düz,Dizel,Crossover,Kahverengi,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,,Sahibinden,1000,950.000 TL
25221585,28 Nisan 2024,Nissan,Qashqai,1.5 dCi Tekna,2015,263.500 km,Düz,Dizel,Crossover,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,5 boyalı,,Sahibinden,14798,735.000 TL
25216547,28 Nisan 2024,Renault,Kadjar,1.5 dCi Icon,2015,66.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,6000,1.050.000 TL
25216408,28 Nisan 2024,Renault,Kadjar,1.5 dCi Icon,2015,93.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,,Sahibinden,,1.000.000 TL
25216098,28 Nisan 2024,Kia,Sportage,1.6 GDI Premium,2015,82.650 km,Otomatik,LPG & Benzin,Crossover,Beyaz,1591 cc,135 hp,Önden Çekiş,İkinci El,"8,8 lt",58 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.150.000 TL
23987769,27 Nisan 2024,Nissan,Qashqai,1.6 Tekna,2015,174.000 km,Yarı Otomatik,Dizel,SUV,Gri (metalik),,,Önden Çekiş,,,,Belirtilmemiş,,Sahibinden,,1.010.000 TL
25224017,27 Nisan 2024,Kia,Sportage,1.6 GDI Concept Plus,2015,146.000 km,Otomatik,LPG & Benzin,Crossover,Şampanya,1591 cc,135 hp,Önden Çekiş,İkinci El,"8,8 lt",58 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,3000,875.000 TL
25220649,27 Nisan 2024,Hyundai,Tucson,1.6 T-GDi Elite Plus,2015,115.000 km,Yarı Otomatik,LPG & Benzin,Crossover,Bej,1591 cc,177 hp,4WD (Sürekli),İkinci El,"7,5 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.250.000 TL
25220515,27 Nisan 2024,Opel,Mokka,1.6 CDTI Cosmo,2015,117.000 km,Otomatik,Dizel,Crossover,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,1 lt",52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,950.000 TL
24613091,27 Nisan 2024,Renault,Kadjar,1.5 dCi Icon,2015,130.000 km,Düz,Dizel,Crossover,Gri (titanyum),1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,,Sahibinden,,950.000 TL
25217508,27 Nisan 2024,Volkswagen,Amarok,2.0 BITDI Highline,2015,288.000 km,Otomatik,Dizel,Hard top,Beyaz,1968 cc,180 hp,Arkadan İtiş,İkinci El,8 lt,80 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,955.000 TL
25217435,27 Nisan 2024,Nissan,Qashqai,1.2 DIG-T Sky Pack,2015,58.500 km,Otomatik,Benzin,Crossover,Gri,1197 cc,115 hp,Önden Çekiş,İkinci El,"5,6 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,4000,1.049.000 TL
24975922,27 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Cup,2015,100.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1390 cc,160 hp,Önden Çekiş,İkinci El,"7,1 lt",64 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,14500,975.000 TL
25083771,27 Nisan 2024,Mercedes - Benz,GL,350 BlueTEC,2015,215.000 km,Otomatik,Dizel,Crossover,Füme,2987 cc,258 hp,4WD (Sürekli),İkinci El,"7,4 lt",100 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,4.850.000 TL
24981531,27 Nisan 2024,Opel,Mokka,1.6 CDTI Cosmo,2015,102.000 km,Otomatik,Dizel,Crossover,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,1 lt",52 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,830.000 TL
24980012,27 Nisan 2024,Honda,CR-V,1.6 i-DTEC Executive,2015,113.000 km,Otomatik,Dizel,Crossover,Bordo,1597 cc,160 hp,4WD (Sürekli),İkinci El,"5,3 lt",58 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,18500,1.225.000 TL
24509886,27 Nisan 2024,Peugeot,2008,1.2 e-VTi Allure,2015,135.000 km,Yarı Otomatik,Benzin,Crossover,Turuncu,1199 cc,83 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,3 boyalı,Takasa Uygun Değil,Yetkili Bayiden,,845.000 TL
24509867,27 Nisan 2024,Nissan,Qashqai,1.6 Black Edition,2015,161.000 km,Otomatik,Dizel,SUV,Beyaz,-,-,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun Değil,Yetkili Bayiden,,1.029.000 TL
25215873,26 Nisan 2024,Opel,Mokka,1.6 Enjoy,2015,142.000 km,Düz,LPG & Benzin,Crossover,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",54 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,5000,700.000 TL
25214279,26 Nisan 2024,Honda,CR-V,1.6 i-DTEC Executive+,2015,132.000 km,Otomatik,Dizel,Crossover,Beyaz,1597 cc,160 hp,4WD (Sürekli),İkinci El,"5,3 lt",58 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.300.000 TL
25213924,26 Nisan 2024,Dacia,Duster,1.5 dCi Laureate,2015,117.000 km,Düz,Dizel,Crossover,Füme,1461 cc,110 hp,Önden Çekiş,İkinci El,5 lt,50 lt,2 boyalı,Takasa Uygun,Galeriden,2500,745.000 TL
25213258,26 Nisan 2024,Jeep,Cherokee,2.0 TD Limited,2015,105.000 km,Otomatik,Dizel,Crossover,Beyaz,1956 cc,170 hp,4WD (Sürekli),İkinci El,"5,8 lt",60 lt,Tamamı orjinal,-,Sahibinden,,1.425.000 TL
25212613,26 Nisan 2024,Kia,Sorento,2.0 CRDi Exclusive,2015,215.000 km,Otomatik,Dizel,Crossover,Siyah,1995 cc,185 hp,Önden Çekiş,İkinci El,"6,7 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.115.000 TL
25212463,26 Nisan 2024,Renault,Kadjar,1.5 dCi Icon,2015,43.000 km,Düz,Dizel,Crossover,Mavi (metalik),1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.150.000 TL
25212220,26 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Lounge,2015,167.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1395 cc,150 hp,Önden Çekiş,İkinci El,"6,7 lt",64 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.095.000 TL
25212049,26 Nisan 2024,Peugeot,3008,1.6 BlueHDi Allure,2015,129.000 km,Otomatik,Dizel,Crossover,Beyaz,1560 cc,122 hp,Önden Çekiş,İkinci El,"4,2 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,895.000 TL
23327435,26 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Trend&Fun,2015,86.750 km,Düz,Benzin,Crossover,Beyaz,1390 cc,122 hp,Önden Çekiş,İkinci El,"6,5 lt",64 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,,884.500 TL
25211579,26 Nisan 2024,Renault,Captur,1.2 Turbo Outdoor,2015,98.000 km,Yarı Otomatik,Benzin,Crossover,Kırmızı,1197 cc,120 hp,Önden Çekiş,İkinci El,"5,4 lt",45 lt,1 boyalı,Takasa Uygun Değil,Yetkili Bayiden,,816.000 TL
25211295,26 Nisan 2024,Honda,CR-V,1.6 i-DTEC Elegance,2015,128.000 km,Otomatik,Dizel,Crossover,Gri (Gümüş),1597 cc,160 hp,4WD (Sürekli),İkinci El,"5,3 lt",58 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.235.750 TL
24617959,26 Nisan 2024,BMW,X5,25d xDrive Premium,2015,145.254 km,Otomatik,Dizel,Crossover,Siyah,1995 cc,218 hp,4WD (Sürekli),İkinci El,"5,8 lt",85 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,2.295.000 TL
25210920,26 Nisan 2024,Ford,Ranger,2.2 TDCi XLT,2015,165.000 km,Otomatik,Dizel,Hard top,Beyaz,2198 cc,150 hp,Arkadan İtiş,İkinci El,"8,9 lt",80 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.275.000 TL
24508023,26 Nisan 2024,Opel,Mokka,1.6 CDTI Business,2015,97.800 km,Otomatik,Dizel,Crossover,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,1 lt",52 lt,Tamamı orjinal,-,Sahibinden,,835.000 TL
25206227,26 Nisan 2024,Fiat,500 X,1.6 Multijet Cross Plus,2015,164.900 km,Düz,Dizel,Crossover,Kahverengi,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",48 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,1091,730.000 TL
25209997,26 Nisan 2024,Peugeot,2008,1.6 e-HDi Active,2015,90.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,93 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,795.000 TL
25080452,26 Nisan 2024,Ford,Ranger,2.2 TDCi XLT,2015,225.000 km,Düz,Dizel,Hard top,Beyaz,2198 cc,150 hp,4WD (Sürekli),İkinci El,"8,6 lt",80 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,920.000 TL
24970871,26 Nisan 2024,Audi,Q3,1.4 TFSi,2015,129.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1395 cc,150 hp,Önden Çekiş,İkinci El,"5,8 lt",64 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.375.000 TL
24969964,26 Nisan 2024,Land Rover,Range Rover Sport,3.0 SDV6 HSE Dynamic,2015,399.000 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,306 hp,4WD (Sürekli),İkinci El,"7,5 lt",89 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,3.050.000 TL
24602906,25 Nisan 2024,Hyundai,ix35,1.6 GDI Desing Pack,2015,105.000 km,Düz,Benzin,Crossover,Beyaz,1591 cc,135 hp,Önden Çekiş,İkinci El,"6,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,810.000 TL799.999 TL
25206787,25 Nisan 2024,Hyundai,Tucson,1.6 T-GDi Elite Plus,2015,55.000 km,Düz,Benzin,Crossover,Gri,1591 cc,177 hp,Önden Çekiş,İkinci El,"7,3 lt",62 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.349.999 TL
25204561,25 Nisan 2024,Peugeot,2008,1.6 e-HDi Allure,2015,188.100 km,Yarı Otomatik,Dizel,Crossover,Gri (titanyum),1598 cc,93 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Belirtilmemiş,,Sahibinden,3200,741.500 TL
25202132,25 Nisan 2024,Peugeot,2008,1.6 e-HDi Allure,2015,120.000 km,Düz,Dizel,Crossover,Beyaz,1598 cc,93 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,850.000 TL
25205045,25 Nisan 2024,BMW,X5,25d xDrive Premium,2015,146.000 km,Otomatik,Dizel,Crossover,Siyah,1995 cc,218 hp,4WD (Sürekli),İkinci El,"5,8 lt",85 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,2.350.000 TL
25204116,25 Nisan 2024,Opel,Mokka,1.6 CDTI Enjoy,2015,116.510 km,Otomatik,Dizel,Crossover,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,1 lt",52 lt,Tamamı orjinal,,Sahibinden,,905.000 TL
25203656,25 Nisan 2024,Nissan,Qashqai,1.6 dCi Sky Pack,2015,128.000 km,Otomatik,Dizel,Crossover,Beyaz,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,988.000 TL975.000 TL
25203310,25 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2015,96.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1395 cc,150 hp,Önden Çekiş,İkinci El,"6,7 lt",64 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.200.000 TL1.120.000 TL
25200075,25 Nisan 2024,Peugeot,2008,1.6 e-HDi Allure,2015,136.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,93 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,3 değişen,,Sahibinden,32000,910.000 TL
25204673,25 Nisan 2024,Kia,Sportage,1.6 GDI Premium,2015,166.000 km,Otomatik,Benzin,Crossover,Siyah,1591 cc,135 hp,Önden Çekiş,İkinci El,"8,8 lt",58 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,895.000 TL
25204099,25 Nisan 2024,Kia,Sportage,1.6 GDI Concept Plus,2015,85.000 km,Düz,Benzin,Crossover,Beyaz,1591 cc,135 hp,Önden Çekiş,İkinci El,"6,8 lt",58 lt,Tamamı orjinal,-,Sahibinden,,865.000 TL
25199053,25 Nisan 2024,Hyundai,Tucson,1.6 T-GDi Elite,2015,107.000 km,Yarı Otomatik,Benzin,Crossover,Mavi,1591 cc,177 hp,4WD (Sürekli),İkinci El,"7,5 lt",62 lt,Tamamı orjinal,,Sahibinden,,1.219.000 TL
25202974,25 Nisan 2024,Fiat,Freemont,2.0 Multijet Lounge,2015,135.930 km,Otomatik,Dizel,Crossover,Siyah,1956 cc,170 hp,4WD (Sürekli),İkinci El,"7,3 lt",78 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,995.000 TL
24569436,25 Nisan 2024,Mitsubishi,ASX,1.6 DI-D Intense,2015,247.370 km,Düz,Dizel,Crossover,Beyaz,1560 cc,114 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,1 boyalı,Takasa Uygun Değil,Galeriden,,795.000 TL
25192859,25 Nisan 2024,Peugeot,5008,1.6 BlueHDi Allure,2015,153.000 km,Otomatik,Dizel,MPV,Beyaz,1560 cc,122 hp,Önden Çekiş,İkinci El,"4,3 lt",60 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,,950.000 TL940.000 TL
23966706,25 Nisan 2024,Nissan,Qashqai,1.2 DIG-T Black Edition,2015,87.000 km,Otomatik,Benzin,Crossover,Beyaz,1197 cc,115 hp,Önden Çekiş,İkinci El,"5,6 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,990.000 TL
25201421,25 Nisan 2024,Renault,Kadjar,1.5 dCi Icon,2015,195.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,935.000 TL
24111203,25 Nisan 2024,Nissan,Qashqai,1.6 dCi Tekna,2015,189.500 km,Otomatik,Dizel,Crossover,Gri,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,1 boyalı,Takasa Uygun,Sahibinden,3700,935.000 TL
25192484,25 Nisan 2024,Ford,Kuga,1.5 EcoBoost Trend X,2015,65.000 km,Düz,Benzin,Crossover,Beyaz,1499 cc,150 hp,Önden Çekiş,İkinci El,"6,2 lt",60 lt,1 değişen,Takasa Uygun,Sahibinden,8286,950.000 TL
25201080,25 Nisan 2024,Nissan,X-Trail,1.6 dCi Sky Pack,2015,83.100 km,Otomatik,Dizel,Crossover,Siyah,1598 cc,130 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,5 boyalı,Takasa Uygun,Galeriden,,1.119.750 TL
25201000,25 Nisan 2024,BMW,X3,20i sDrive Exclusive,2015,96.000 km,Otomatik,Benzin,Crossover,Beyaz,1598 cc,170 hp,Arkadan İtiş,İkinci El,7 lt,67 lt,2 boyalı,Takasa Uygun,Galeriden,,1.645.000 TL
25182455,25 Nisan 2024,Renault,Kadjar,1.5 dCi Icon,2015,126.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,1 değişen,,Sahibinden,,935.000 TL
25199484,25 Nisan 2024,Mazda,CX-3,1.5 SKY-D Power,2015,174.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,105 hp,4WD (Sürekli),İkinci El,"5,2 lt",44 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,Agir hasarli,798.000 TL
24121672,25 Nisan 2024,Mitsubishi,ASX,1.6 DI-D Instyle,2015,175.000 km,Düz,Dizel,Crossover,Beyaz,1560 cc,114 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,1 boyalı,,Sahibinden,,820.000 TL
25198952,25 Nisan 2024,Nissan,Qashqai,1.5 dCi Black Edition,2015,51.510 km,Düz,Dizel,Crossover,Siyah,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.110.000 TL
25198747,24 Nisan 2024,Kia,Sorento,2.0 CRDi Exclusive,2015,179.000 km,Otomatik,Dizel,Crossover,Beyaz,1995 cc,185 hp,Önden Çekiş,İkinci El,"6,7 lt",70 lt,1 değişen,Takasa Uygun Değil,Galeriden,Agir hasarli,1.050.000 TL
25188861,24 Nisan 2024,Peugeot,2008,1.2 PureTech Active,2015,130.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1199 cc,83 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,Belirtilmemiş,,Sahibinden,,705.000 TL690.000 TL
25198177,24 Nisan 2024,Audi,Q7,3.0 TDI Quattro,2015,248.000 km,Otomatik,Dizel,Crossover,Mavi (metalik),2967 cc,272 hp,4WD (Sürekli),İkinci El,"5,7 lt",75 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,,3.250.000 TL
23195816,24 Nisan 2024,Nissan,Qashqai,1.6 dCi Platinum Premium Pack,2015,154.000 km,Otomatik,Dizel,Crossover,Gri (Gümüş),1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,1800,1.180.000 TL
25196243,24 Nisan 2024,BMW,X3,20i sDrive Exclusive,2015,97.000 km,Otomatik,Benzin,Crossover,Gri (titanyum),1598 cc,170 hp,Arkadan İtiş,İkinci El,7 lt,67 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.625.000 TL1.550.000 TL
